Date,Open,High,Low,Close,Change(Pips),Change(%)
2022-07-10,1742.09,1744.51,1740.1,1742.03,-6.0,0.0
2022-07-11,1742.08,1743.38,1730.9,1733.3,-878.0,-0.51
2022-07-12,1733.3,1739.29,1722.86,1725.32,-798.0,-0.46
2022-07-13,1725.32,1745.01,1705.6,1731.9,658.0,0.38
2022-07-14,1732.27,1733.48,1697.67,1711.62,-2065.0,-1.21
2022-07-15,1712.11,1716.42,1699.2,1706.7,-541.0,-0.32
2022-07-16,1709.83,1713.46,1702.595,1708.47,-136.0,-0.08000000000000002
2022-07-17,1707.55,1710.5,1705.99,1710.24,269.0,0.16
2022-07-18,1709.93,1723.59,1706.0,1708.08,-185.0,-0.11
2022-07-19,1708.15,1718.17,1705.1,1709.87,172.0,0.1
2022-07-20,1710.12,1713.91,1692.97,1695.31,-1481.0,-0.87
2022-07-21,1695.03,1720.2,1681.09,1718.45,2342.0,1.36
2022-07-22,1718.0,1738.79,1712.86,1726.5,850.0,0.49
2022-07-23,1722.63,1733.025,1718.28,1725.56,293.0,0.16999999999999998
2022-07-24,1727.26,1727.26,1723.7,1724.62,-264.0,-0.15
2022-07-25,1725.31,1735.61,1714.21,1718.88,-643.0,-0.37
2022-07-26,1719.11,1727.93,1713.86,1717.85,-126.0,-0.07
2022-07-27,1718.04,1740.1,1712.04,1738.7,2066.0,1.19
2022-07-28,1738.6,1757.04,1734.21,1754.93,1633.0,0.93
2022-07-29,1755.02,1767.85,1752.31,1766.01,1099.0,0.62
2022-07-30,1760.525,1766.94,1756.635,1764.15,362.5,0.20500000000000002
2022-07-31,1766.03,1766.03,1760.96,1762.29,-374.0,-0.21
2022-08-01,1761.7,1774.85,1758.44,1771.98,1028.0,0.58
2022-08-02,1772.09,1787.91,1754.9,1756.66,-1543.0,-0.88
2022-08-03,1757.16,1772.54,1754.5,1763.63,647.0,0.37
2022-08-04,1763.61,1794.76,1763.11,1793.14,2953.0,1.65
2022-08-05,1793.25,1794.72,1765.28,1773.83,-1942.0,-1.09
2022-08-06,1784.12,1784.855,1767.745,1774.025,-1009.5,-0.5650000000000001
2022-08-07,1774.99,1774.99,1770.21,1774.22,-77.0,-0.04
2022-08-08,1774.19,1790.23,1771.0,1789.14,1495.0,0.84
2022-08-09,1789.15,1799.67,1783.01,1793.98,483.0,0.27
2022-08-10,1793.98,1807.39,1786.8,1791.65,-233.0,-0.13
2022-08-11,1790.7,1799.11,1783.4,1789.01,-169.0,-0.09
2022-08-12,1788.8,1802.03,1784.5,1801.53,1273.0,0.71
2022-08-13,1795.385,1802.065,1791.7,1800.375,499.0,0.27999999999999997
2022-08-14,1801.97,1802.1,1798.9,1799.22,-275.0,-0.15
2022-08-15,1799.12,1801.58,1772.32,1778.41,-2071.0,-1.16
2022-08-16,1778.63,1782.99,1771.84,1775.37,-326.0,-0.18
2022-08-17,1775.35,1782.17,1759.98,1764.87,-1048.0,-0.59
2022-08-18,1764.72,1772.12,1755.46,1758.45,-627.0,-0.36
2022-08-19,1758.36,1758.46,1744.7,1746.74,-1162.0,-0.67
2022-08-20,1752.55,1752.6,1745.72,1746.74,-581.0,-0.335
2022-08-21,1746.74,1746.74,1746.74,1746.74,0.0,0.0
2022-08-22,1743.3,1743.67,1727.5,1735.19,-811.0,-0.47
2022-08-23,1735.47,1753.98,1731.07,1746.03,1056.0,0.6
2022-08-24,1746.24,1755.69,1742.76,1750.91,467.0,0.27
2022-08-25,1750.96,1765.31,1749.7,1756.53,557.0,0.32
2022-08-26,1756.42,1757.42,1733.63,1737.2,-1922.0,-1.11
2022-08-27,1746.99,1748.51,1733.765,1735.895,-1109.5,-0.6400000000000001
2022-08-28,1737.56,1739.6,1733.9,1734.59,-297.0,-0.17
2022-08-29,1733.81,1745.22,1719.71,1739.54,573.0,0.33
2022-08-30,1739.46,1740.46,1720.91,1723.24,-1622.0,-0.94
2022-08-31,1723.17,1726.41,1705.68,1708.77,-1440.0,-0.84
2022-09-01,1708.79,1708.79,1689.0,1697.4,-1139.0,-0.67
2022-09-02,1696.3,1717.76,1695.6,1711.6,1530.0,0.89
2022-09-03,1704.275,1715.005,1700.6,1709.8,552.5,0.31999999999999995
2022-09-04,1712.25,1712.25,1705.6,1708.0,-425.0,-0.25
2022-09-05,1707.0,1715.63,1707.0,1713.93,693.0,0.4
2022-09-06,1713.92,1725.88,1699.2,1703.38,-1054.0,-0.62
2022-09-07,1703.28,1719.27,1690.87,1716.54,1326.0,0.77
2022-09-08,1716.54,1728.03,1703.31,1710.58,-596.0,-0.35
2022-09-09,1710.6,1729.25,1709.14,1716.6,600.0,0.35
2022-09-10,1714.045,1732.075,1712.72,1717.5,345.5,0.19999999999999998
2022-09-11,1717.49,1734.9,1716.3,1718.4,91.0,0.05
2022-09-12,1717.38,1734.9,1711.7,1725.33,795.0,0.46
2022-09-13,1725.54,1731.62,1697.21,1702.04,-2350.0,-1.38
2022-09-14,1702.06,1706.89,1692.9,1697.52,-454.0,-0.27
2022-09-15,1697.57,1697.7,1659.85,1662.33,-3524.0,-2.12
2022-09-16,1661.6,1679.91,1653.61,1674.74,1314.0,0.78
2022-09-17,1668.42,1679.9,1663.655,1676.3,788.0,0.47000000000000003
2022-09-18,1675.24,1679.89,1673.7,1677.86,262.0,0.16
2022-09-19,1677.6,1678.67,1659.57,1675.81,-179.0,-0.11
2022-09-20,1676.3,1679.13,1660.12,1666.38,-992.0,-0.6
2022-09-21,1666.19,1687.62,1654.6,1667.03,84.0,0.05
2022-09-22,1666.83,1684.72,1655.93,1671.81,498.0,0.3
2022-09-23,1672.6,1675.86,1639.6,1642.9,-2970.0,-1.81
2022-09-24,1657.945,1660.715,1639.8,1643.38,-1456.5,-0.89
2022-09-25,1643.29,1645.57,1640.0,1643.86,57.0,0.03
2022-09-26,1643.1,1649.22,1620.84,1627.82,-1528.0,-0.94
2022-09-27,1627.85,1641.96,1625.94,1628.72,87.0,0.05
2022-09-28,1628.44,1662.58,1615.04,1656.38,2794.0,1.69
2022-09-29,1656.23,1665.14,1641.16,1663.41,718.0,0.43
2022-09-30,1664.67,1675.01,1658.61,1659.6,-507.0,-0.31
2022-10-01,1662.7,1670.0149999999999,1658.105,1661.92,-78.0,-0.04999999999999999
2022-10-02,1660.73,1665.02,1657.6,1664.24,351.0,0.21
2022-10-03,1663.29,1702.48,1659.21,1700.84,3755.0,2.21
2022-10-04,1700.8,1729.1,1694.41,1725.54,2474.0,1.43
2022-10-05,1724.84,1727.4,1700.1,1718.28,-656.0,-0.38
2022-10-06,1718.34,1725.24,1706.81,1711.42,-692.0,-0.4
2022-10-07,1711.88,1714.76,1689.34,1693.7,-1818.0,-1.07
2022-10-08,1703.285,1707.2350000000001,1691.42,1695.145,-814.0,-0.48
2022-10-09,1694.69,1699.71,1693.5,1696.59,190.0,0.11
2022-10-10,1695.99,1696.97,1664.37,1670.17,-2582.0,-1.55
2022-10-11,1669.86,1683.93,1660.3,1663.9,-596.0,-0.36
2022-10-12,1664.65,1678.21,1661.01,1674.38,973.0,0.58
2022-10-13,1673.54,1682.21,1642.83,1662.81,-1073.0,-0.65
2022-10-14,1662.3,1671.61,1639.81,1643.73,-1857.0,-1.13
2022-10-15,1653.0349999999999,1659.6149999999998,1641.0549999999998,1645.675,-736.0,-0.44999999999999996
2022-10-16,1643.77,1647.62,1642.3,1647.62,385.0,0.23
2022-10-17,1646.7,1667.87,1645.71,1650.6,390.0,0.24
2022-10-18,1650.83,1660.71,1645.7,1652.32,149.0,0.09
2022-10-19,1652.42,1653.35,1626.0,1627.17,-2525.0,-1.55
2022-10-20,1627.27,1645.31,1621.61,1626.89,-38.0,-0.02
2022-10-21,1627.29,1657.68,1617.47,1656.6,2931.0,1.77
2022-10-22,1642.475,1663.3899999999999,1636.9850000000001,1658.98,1650.5,0.995
2022-10-23,1657.66,1669.1,1656.5,1661.36,370.0,0.22
2022-10-24,1660.4,1662.91,1643.96,1651.68,-872.0,-0.53
2022-10-25,1651.58,1660.95,1637.78,1652.73,115.0,0.07
2022-10-26,1652.67,1674.81,1648.26,1667.22,1455.0,0.87
2022-10-27,1667.17,1670.71,1654.5,1661.74,-543.0,-0.33
2022-10-28,1662.02,1666.9,1637.34,1643.7,-1832.0,-1.11
2022-10-29,1652.6100000000001,1656.1100000000001,1638.9699999999998,1643.5900000000001,-902.0,-0.545
2022-10-30,1643.2,1645.32,1640.6,1643.48,28.0,0.02
2022-10-31,1642.15,1645.51,1630.9,1632.41,-974.0,-0.6
2022-11-01,1631.31,1656.93,1630.45,1646.76,1545.0,0.94
2022-11-02,1646.8,1669.17,1631.01,1633.75,-1305.0,-0.8
2022-11-03,1632.8,1640.76,1616.21,1629.67,-313.0,-0.19
2022-11-04,1629.89,1681.57,1628.6,1680.3,5041.0,3.0
2022-11-05,1650.895,1681.34,1650.15,1676.445,2555.0,1.52
2022-11-06,1671.9,1681.11,1671.7,1672.59,69.0,0.04
2022-11-07,1672.78,1681.64,1665.1,1674.1,132.0,0.08
2022-11-08,1674.08,1716.79,1664.61,1711.44,3736.0,2.18
2022-11-09,1711.05,1721.12,1700.51,1706.3,-475.0,-0.28
2022-11-10,1706.33,1756.98,1703.3,1751.31,4498.0,2.57
2022-11-11,1752.1,1772.15,1746.51,1770.24,1814.0,1.02
2022-11-12,1762.6999999999998,1772.725,1753.88,1766.79,409.0,0.22999999999999998
2022-11-13,1773.3,1773.3,1761.25,1763.34,-996.0,-0.56
2022-11-14,1762.4,1774.87,1753.47,1769.42,702.0,0.4
2022-11-15,1769.62,1786.05,1766.5,1780.66,1104.0,0.62
2022-11-16,1781.27,1784.89,1769.6,1773.84,-743.0,-0.42
2022-11-17,1772.8,1774.53,1753.99,1759.85,-1295.0,-0.74
2022-11-18,1760.26,1767.55,1746.5,1750.78,-948.0,-0.54
2022-11-19,1755.99,1759.9650000000001,1748.45,1751.49,-450.0,-0.255
2022-11-20,1751.72,1752.38,1750.4,1752.2,48.0,0.03
2022-11-21,1751.3,1752.82,1732.11,1738.41,-1289.0,-0.74
2022-11-22,1738.59,1749.48,1735.38,1741.09,250.0,0.14
2022-11-23,1741.33,1752.96,1729.8,1752.07,1074.0,0.61
2022-11-24,1752.7,1758.52,1751.2,1755.35,265.0,0.15
2022-11-25,1755.64,1761.05,1745.2,1753.6,-204.0,-0.12
2022-11-26,1755.055,1759.22,1747.17,1752.175,-288.0,-0.16499999999999998
2022-11-27,1754.47,1757.39,1749.14,1750.75,-372.0,-0.21
2022-11-28,1750.67,1763.43,1738.51,1741.19,-948.0,-0.54
2022-11-29,1740.86,1758.84,1739.31,1748.66,780.0,0.45
2022-11-30,1748.62,1773.35,1746.5,1773.35,2473.0,1.39
2022-12-01,1773.71,1804.32,1771.41,1802.18,2847.0,1.58
2022-12-02,1802.35,1802.73,1778.65,1797.72,-463.0,-0.26
2022-12-03,1799.8249999999998,1800.99,1786.375,1798.35,-147.5,-0.08500000000000002
2022-12-04,1797.3,1799.25,1794.1,1798.98,168.0,0.09
2022-12-05,1797.6,1809.84,1764.87,1769.12,-2848.0,-1.61
2022-12-06,1768.91,1780.82,1766.1,1770.99,208.0,0.12
2022-12-07,1770.71,1790.41,1767.91,1787.06,1635.0,0.91
2022-12-08,1787.14,1794.58,1780.3,1789.1,196.0,0.11
2022-12-09,1789.19,1805.92,1787.58,1797.06,787.0,0.44
2022-12-10,1794.045,1802.41,1790.99,1795.9299999999998,188.5,0.10499999999999998
2022-12-11,1798.9,1798.9,1794.4,1794.8,-410.0,-0.23
2022-12-12,1794.79,1795.4,1776.91,1781.92,-1287.0,-0.72
2022-12-13,1781.93,1824.15,1780.2,1809.58,2765.0,1.53
2022-12-14,1809.61,1813.37,1796.65,1807.6,-201.0,-0.11
2022-12-15,1807.58,1807.77,1773.42,1776.43,-3115.0,-1.75
2022-12-16,1776.09,1794.16,1774.0,1792.88,1679.0,0.94
2022-12-17,1785.245,1794.2800000000002,1782.495,1791.935,669.0,0.375
2022-12-18,1794.4,1794.4,1790.99,1790.99,-341.0,-0.19
2022-12-19,1790.08,1798.3,1783.41,1787.2,-288.0,-0.16
2022-12-20,1786.99,1820.66,1784.1,1817.15,3016.0,1.66
2022-12-21,1817.23,1823.3,1810.97,1814.79,-244.0,-0.13
2022-12-22,1814.8,1820.3,1784.3,1792.31,-2249.0,-1.25
2022-12-23,1793.52,1803.01,1790.0,1798.19,467.0,0.26
2022-12-24,1799.96,1804.71,1794.03,1802.3000000000002,234.0,0.13
2022-12-25,1806.4,1806.41,1798.06,1806.41,1.0,0.0
2022-12-26,1806.41,1806.41,1797.89,1801.82,-459.0,-0.25
2022-12-27,1801.52,1832.77,1799.48,1812.36,1084.0,0.6
2022-12-28,1812.27,1814.23,1796.74,1805.69,-658.0,-0.36
2022-12-29,1804.97,1819.95,1803.37,1814.01,904.0,0.5
2022-12-30,1814.98,1825.69,1812.81,1823.38,840.0,0.46
2022-12-31,1819.28,1826.1,1818.195,1824.9450000000002,566.5,0.31
2023-01-01,1823.58,1826.51,1823.58,1826.51,293.0,0.16
2023-01-02,1825.69,1829.5,1822.9,1829.15,346.0,0.19
2023-01-03,1829.19,1849.88,1825.86,1836.47,728.0,0.4
2023-01-04,1836.37,1864.84,1836.21,1854.83,1846.0,1.0
2023-01-05,1854.83,1858.83,1825.26,1832.66,-2217.0,-1.21
2023-01-06,1832.57,1869.65,1831.3,1865.9,3333.0,1.79
2023-01-07,1850.435,1869.69,1847.9,1867.71,1727.5,0.93
2023-01-08,1868.3,1869.73,1864.5,1869.52,122.0,0.07
2023-01-09,1869.4,1881.07,1867.13,1870.38,98.0,0.05
2023-01-10,1870.16,1880.45,1867.82,1877.18,702.0,0.37
2023-01-11,1877.17,1886.46,1867.34,1876.9,-27.0,-0.01
2023-01-12,1876.87,1901.41,1875.82,1897.99,2112.0,1.11
2023-01-13,1897.89,1921.81,1892.3,1920.12,2223.0,1.16
2023-01-14,1910.045,1922.005,1904.6999999999998,1918.655,861.0,0.44999999999999996
2023-01-15,1922.2,1922.2,1917.1,1917.19,-501.0,-0.26
2023-01-16,1917.48,1919.26,1911.34,1917.93,45.0,0.02
2023-01-17,1915.3,1916.51,1903.85,1908.69,-661.0,-0.35
2023-01-18,1908.76,1925.67,1896.1,1906.86,-190.0,-0.1
2023-01-19,1906.93,1934.97,1901.02,1931.96,2503.0,1.3
2023-01-20,1929.68,1937.15,1920.6,1925.78,-390.0,-0.2
2023-01-21,1927.815,1933.0700000000002,1922.15,1926.48,-133.5,-0.07
2023-01-22,1925.95,1928.99,1923.7,1927.18,123.0,0.06
2023-01-23,1922.22,1932.67,1911.61,1931.28,906.0,0.47
2023-01-24,1935.7,1939.18,1917.66,1937.01,131.0,0.07
2023-01-25,1925.9,1948.72,1920.06,1948.31,2241.0,1.15
2023-01-26,1947.56,1948.84,1919.19,1930.33,-1723.0,-0.89
2023-01-27,1927.44,1934.82,1917.6,1927.72,28.0,0.01
2023-01-28,1927.3200000000002,1931.745,1921.1999999999998,1928.185,86.5,0.045000000000000005
2023-01-29,1927.2,1928.67,1924.8,1928.65,145.0,0.08
2023-01-30,1925.47,1934.32,1920.73,1922.09,-338.0,-0.18
2023-01-31,1921.59,1930.88,1900.77,1927.31,572.0,0.3
2023-02-01,1928.03,1955.95,1920.84,1953.03,2500.0,1.28
2023-02-02,1952.5,1959.59,1910.7,1914.79,-3771.0,-1.97
2023-02-03,1915.18,1918.43,1861.5,1865.39,-4979.0,-2.67
2023-02-04,1892.6399999999999,1894.2649999999999,1861.35,1865.315,-2732.5,-1.4649999999999999
2023-02-05,1870.1,1870.1,1861.2,1865.24,-486.0,-0.26
2023-02-06,1865.56,1881.18,1863.36,1868.45,289.0,0.15
2023-02-07,1868.34,1883.76,1865.06,1872.94,460.0,0.25
2023-02-08,1872.64,1885.88,1869.11,1874.97,233.0,0.12
2023-02-09,1875.42,1889.77,1858.6,1862.23,-1319.0,-0.71
2023-02-10,1861.96,1871.68,1852.76,1865.28,332.0,0.18
2023-02-11,1860.9566666666667,1869.8366666666668,1851.9066666666668,1861.6333333333332,67.66666666666669,0.03666666666666665
2023-02-12,1859.9533333333334,1867.9933333333333,1851.0533333333333,1857.9866666666667,-196.66666666666663,-0.10666666666666669
2023-02-13,1858.95,1866.15,1850.2,1854.34,-461.0,-0.25
2023-02-14,1854.15,1869.19,1843.57,1854.94,79.0,0.04
2023-02-15,1854.94,1859.98,1830.72,1836.51,-1843.0,-1.0
2023-02-16,1836.51,1845.12,1827.82,1834.22,-229.0,-0.12
2023-02-17,1833.04,1843.46,1819.0,1842.34,930.0,0.5
2023-02-18,1839.57,1844.78,1828.45,1840.465,89.5,0.04500000000000004
2023-02-19,1846.1,1846.1,1837.9,1838.59,-751.0,-0.41
2023-02-20,1838.79,1847.34,1836.5,1841.65,286.0,0.16
2023-02-21,1840.82,1843.66,1829.6,1835.5,-532.0,-0.29
2023-02-22,1835.59,1845.59,1823.47,1825.02,-1057.0,-0.58
2023-02-23,1825.01,1833.41,1817.8,1823.24,-177.0,-0.1
2023-02-24,1823.16,1827.65,1809.0,1810.67,-1249.0,-0.69
2023-02-25,1820.13,1822.375,1809.8600000000001,1811.2350000000001,-889.5,-0.49
2023-02-26,1817.1,1817.1,1810.72,1811.8,-530.0,-0.29
2023-02-27,1811.72,1820.0,1806.69,1817.08,536.0,0.29
2023-02-28,1817.13,1830.86,1805.73,1825.49,836.0,0.46
2023-03-01,1825.07,1844.03,1823.01,1836.51,1144.0,0.62
2023-03-02,1836.5,1838.66,1830.02,1837.66,116.0,0.06
2023-03-03,1838.44,1856.3,1837.1,1855.18,1674.0,0.9
2023-03-04,1848.37,1857.3049999999998,1844.63,1853.685,531.5,0.28500000000000003
2023-03-05,1858.3,1858.31,1852.16,1852.19,-611.0,-0.33
2023-03-06,1852.31,1857.96,1844.8,1846.29,-602.0,-0.33
2023-03-07,1845.36,1851.36,1812.5,1813.82,-3154.0,-1.74
2023-03-08,1813.78,1823.95,1809.2,1815.12,134.0,0.07
2023-03-09,1815.07,1835.09,1811.9,1831.37,1630.0,0.89
2023-03-10,1831.48,1869.82,1827.71,1867.05,3557.0,1.91
2023-03-11,1850.54,1881.7849999999999,1847.35,1872.32,2178.0,1.17
2023-03-12,1869.6,1893.75,1866.99,1877.59,799.0,0.43
2023-03-13,1876.65,1914.4,1871.59,1912.13,3548.0,1.86
2023-03-14,1911.76,1913.93,1896.25,1903.02,-874.0,-0.46
2023-03-15,1902.45,1937.02,1886.09,1921.03,1858.0,0.97
2023-03-16,1921.46,1932.68,1907.66,1921.3,-16.0,-0.01
2023-03-17,1921.34,1988.78,1918.48,1987.46,6612.0,3.33
2023-03-18,1955.06,1999.2849999999999,1946.94,1982.005,2694.5,1.355
2023-03-19,1988.78,2009.79,1975.4,1976.55,-1223.0,-0.62
2023-03-20,1976.47,2009.23,1966.12,1976.52,5.0,0.0
2023-03-21,1977.26,1984.78,1935.51,1942.81,-3445.0,-1.77
2023-03-22,1943.12,1977.88,1934.65,1969.57,2645.0,1.34
2023-03-23,1969.94,2003.22,1966.58,1991.23,2129.0,1.07
2023-03-24,1991.37,2002.82,1974.7,1978.42,-1295.0,-0.65
2023-03-25,1986.5349999999999,1992.26,1972.12,1977.0700000000002,-946.5,-0.475
2023-03-26,1981.7,1981.7,1969.54,1975.72,-598.0,-0.3
2023-03-27,1975.63,1978.3,1944.42,1958.02,-1761.0,-0.9
2023-03-28,1958.2,1975.09,1948.5,1971.86,1366.0,0.69
2023-03-29,1972.27,1972.73,1958.79,1963.15,-912.0,-0.46
2023-03-30,1963.1,1983.9,1955.6,1978.39,1529.0,0.77
2023-03-31,1978.21,1986.75,1966.89,1969.22,-899.0,-0.46
2023-04-01,1973.755,1979.85,1962.2150000000001,1963.435,-1032.0,-0.53
2023-04-02,1969.3,1972.95,1957.54,1957.65,-1165.0,-0.6
2023-04-03,1957.54,1990.39,1949.8,1984.77,2723.0,1.37
2023-04-04,1984.6,2024.8,1977.2,2021.6,3700.0,1.83
2023-04-05,2021.48,2031.9,2011.36,2020.23,-125.0,-0.06
2023-04-06,2020.34,2020.87,2000.4,2007.56,-1278.0,-0.64
2023-04-07,2007.05,2007.24,2007.05,2007.24,19.0,0.01
2023-04-08,2013.675,2013.77,1999.135,2006.365,-731.0,-0.365
2023-04-09,2020.3,2020.3,1991.22,2005.49,-1481.0,-0.74
2023-04-10,2005.17,2005.71,1981.92,1992.37,-1280.0,-0.64
2023-04-11,1992.3,2007.13,1988.4,2004.63,1233.0,0.62
2023-04-12,2004.87,2027.23,2001.2,2018.09,1322.0,0.66
2023-04-13,2018.1,2047.65,2015.3,2039.89,2179.0,1.07
2023-04-14,2039.56,2047.27,1992.31,2004.11,-3545.0,-1.77
2023-04-15,2021.795,2035.01,1995.3049999999998,2003.455,-1834.0,-0.915
2023-04-16,2004.03,2022.75,1998.3,2002.8,-123.0,-0.06
2023-04-17,2002.62,2014.83,1981.46,1993.9,-872.0,-0.44
2023-04-18,1993.87,2011.58,1991.37,2005.48,1161.0,0.58
2023-04-19,2005.74,2007.9,1969.4,1993.6,-1214.0,-0.61
2023-04-20,1993.63,2012.1,1990.59,2004.97,1134.0,0.57
2023-04-21,2005.27,2005.38,1972.01,1982.91,-2236.0,-1.13
2023-04-22,2003.585,2003.64,1976.5549999999998,1983.75,-1983.5,-1.0
2023-04-23,2001.9,2001.9,1981.1,1984.59,-1731.0,-0.87
2023-04-24,1984.62,1996.39,1974.76,1995.35,1073.0,0.54
2023-04-25,1994.97,2003.6,1975.91,2000.07,510.0,0.25
2023-04-26,2000.44,2008.06,1983.51,1991.62,-882.0,-0.44
2023-04-27,1991.52,2003.07,1975.03,1986.97,-455.0,-0.23
2023-04-28,1987.17,1994.59,1977.07,1989.44,227.0,0.11
2023-04-29,1988.295,2001.42,1981.635,1988.08,-21.5,-0.015
2023-04-30,1989.42,2008.25,1986.2,1986.72,-270.0,-0.14
2023-05-01,1986.95,2005.35,1977.12,1981.13,-582.0,-0.29
2023-05-02,1981.63,2018.94,1978.5,2015.84,3421.0,1.7
2023-05-03,2015.1,2071.32,2008.9,2051.93,3683.0,1.79
2023-05-04,2052.78,2059.39,2030.77,2049.8,-298.0,-0.15
2023-05-05,2049.79,2052.75,1999.63,2016.58,-3321.0,-1.65
2023-05-06,2033.23,2051.5,2006.815,2016.2649999999999,-1696.5,-0.845
2023-05-07,2016.67,2050.25,2014.0,2015.95,-72.0,-0.04
2023-05-08,2015.8,2029.18,2015.23,2021.22,542.0,0.27
2023-05-09,2021.0,2037.46,2019.0,2036.27,1527.0,0.75
2023-05-10,2036.57,2048.01,2021.61,2031.36,-521.0,-0.26
2023-05-11,2031.21,2039.93,2011.07,2016.24,-1497.0,-0.74
2023-05-12,2016.37,2022.06,2000.91,2010.86,-551.0,-0.27
2023-05-13,2013.485,2024.3249999999998,2004.06,2010.29,-319.5,-0.15500000000000003
2023-05-14,2010.6,2026.59,2007.21,2009.72,-88.0,-0.04
2023-05-15,2009.53,2021.82,2008.63,2014.35,482.0,0.24
2023-05-16,2014.35,2018.21,1984.7,1989.5,-2485.0,-1.25
2023-05-17,1988.8,1992.87,1975.2,1982.62,-618.0,-0.31
2023-05-18,1982.62,1985.76,1951.8,1958.3,-2432.0,-1.24
2023-05-19,1958.38,1983.42,1954.03,1977.58,1920.0,0.97
2023-05-20,1969.24,1982.3899999999999,1965.77,1979.155,991.5,0.5
2023-05-21,1980.1,1981.36,1977.51,1980.73,63.0,0.03
2023-05-22,1981.07,1982.32,1969.0,1969.58,-1149.0,-0.58
2023-05-23,1969.94,1977.35,1954.4,1975.0,506.0,0.26
2023-05-24,1975.19,1984.92,1956.4,1959.9,-1529.0,-0.78
2023-05-25,1960.03,1964.62,1938.6,1940.37,-1966.0,-1.01
2023-05-26,1948.96,1951.22,1938.85,1946.07,-289.0,-0.15
2023-05-27,1947.78,1948.9099999999999,1939.975,1944.96,-282.0,-0.14500000000000002
2023-05-28,1946.6,1946.6,1941.1,1943.85,-275.0,-0.14
2023-05-29,1944.04,1949.6,1940.26,1941.55,-249.0,-0.13
2023-05-30,1941.54,1963.42,1932.11,1958.6,1706.0,0.87
2023-05-31,1958.5,1974.38,1953.6,1966.31,781.0,0.4
2023-06-01,1966.22,1983.0,1952.7,1976.87,1065.0,0.54
2023-06-02,1977.15,1983.42,1947.4,1948.0,-2915.0,-1.5
2023-06-03,1963.875,1967.01,1947.0,1948.65,-1522.5,-0.785
2023-06-04,1950.6,1950.6,1946.6,1949.3,-130.0,-0.07
2023-06-05,1949.27,1963.88,1938.21,1961.24,1197.0,0.61
2023-06-06,1961.4,1966.2,1954.43,1963.2,180.0,0.09
2023-06-07,1963.29,1969.82,1939.0,1944.39,-1890.0,-0.97
2023-06-08,1944.36,1969.81,1942.71,1965.33,2097.0,1.07
2023-06-09,1965.2,1971.94,1956.93,1960.49,-471.0,-0.24
2023-06-10,1964.15,1967.52,1957.2150000000001,1960.1599999999999,-399.0,-0.20500000000000002
2023-06-11,1963.1,1963.1,1957.5,1959.83,-327.0,-0.17
2023-06-12,1960.09,1966.78,1949.49,1959.86,-23.0,-0.01
2023-06-13,1959.98,1969.47,1940.1,1943.93,-1605.0,-0.83
2023-06-14,1944.19,1959.7,1939.66,1945.16,97.0,0.05
2023-06-15,1944.8,1960.13,1926.21,1958.25,1345.0,0.69
2023-06-16,1958.23,1967.8,1953.5,1957.5,-73.0,-0.04
2023-06-17,1957.8400000000001,1964.6,1954.7,1957.25,-59.0,-0.03
2023-06-18,1957.45,1961.4,1955.9,1957.0,-45.0,-0.02
2023-06-19,1957.0,1958.49,1947.8,1952.19,-481.0,-0.25
2023-06-20,1952.39,1956.39,1929.0,1937.06,-1533.0,-0.79
2023-06-21,1935.9,1939.08,1920.19,1933.91,-199.0,-0.1
2023-06-22,1933.91,1934.15,1912.4,1914.43,-1948.0,-1.02
2023-06-23,1914.47,1936.57,1910.2,1920.79,632.0,0.33
2023-06-24,1920.885,1931.935,1915.355,1923.04,215.5,0.11499999999999999
2023-06-25,1927.3,1927.3,1920.51,1925.29,-201.0,-0.1
2023-06-26,1925.22,1933.18,1920.4,1922.28,-294.0,-0.15
2023-06-27,1922.57,1930.04,1910.6,1915.39,-718.0,-0.37
2023-06-28,1915.26,1916.98,1903.46,1909.58,-568.0,-0.3
2023-06-29,1909.47,1913.0,1893.16,1908.76,-71.0,-0.04
2023-06-30,1908.71,1922.61,1900.57,1919.2,1049.0,0.55
2023-07-01,1914.505,1921.455,1909.0349999999999,1918.45,394.5,0.20500000000000002
2023-07-02,1920.3,1920.3,1917.5,1917.7,-260.0,-0.14
2023-07-03,1917.7,1930.5,1910.11,1921.17,347.0,0.18
2023-07-04,1921.07,1930.22,1920.34,1929.65,858.0,0.44
